0.000000 0.333333 0.450000 
0.500000 0.333333 0.450000 
0.166667 0.500000 0.450000 
0.666667 0.500000 0.450000 
0.333333 0.666667 0.450000 
0.833333 0.666667 0.450000 
0.000000 0.833333 0.450000 
0.500000 0.833333 0.450000 
0.000000 0.000000 0.500000 
0.166667 0.166667 0.500000 
0.666667 0.166667 0.500000 
0.333333 0.333333 0.500000 
0.833333 0.333333 0.500000 
0.000000 0.500000 0.500000 
0.500000 0.500000 0.500000 
0.166667 0.666667 0.500000 
0.666667 0.666667 0.500000 
0.333333 0.833333 0.500000 
0.833333 0.833333 0.500000 
0.833333 0.166667 0.550000 
0.000000 0.333333 0.550000 
0.166667 0.500000 0.550000 
0.666667 0.500000 0.550000 
0.333333 0.666667 0.550000 
0.000000 0.833333 0.550000 
0.000000 0.166667 0.600000 
0.666667 0.333333 0.600000 
0.333333 0.500000 0.600000 
0.833333 0.500000 0.600000 
0.000000 0.666667 0.600000 
0.166667 0.833333 0.600000 
0.000000 0.000000 0.650000 
0.166667 0.166667 0.650000 
0.666667 0.166667 0.650000 
0.333333 0.333333 0.650000 
0.833333 0.333333 0.650000 
0.000000 0.500000 0.650000 
0.500000 0.500000 0.650000 
0.166667 0.666667 0.650000 
0.666667 0.666667 0.650000 
0.333333 0.833333 0.650000 
0.833333 0.833333 0.650000 
0.333333 0.000000 0.700000 
0.833333 0.000000 0.700000 
0.000000 0.166667 0.700000 
0.500000 0.166667 0.700000 
0.166667 0.333333 0.700000 
0.666667 0.333333 0.700000 
0.333333 0.500000 0.700000 
0.833333 0.500000 0.700000 
0.000000 0.666667 0.700000 
0.500000 0.666667 0.700000 
0.166667 0.833333 0.700000 
0.666667 0.833333 0.700000 
0.000000 0.000000 0.750000 
0.500000 0.000000 0.750000 
0.166667 0.166667 0.750000 
0.666667 0.166667 0.750000 
0.333333 0.333333 0.750000 
0.833333 0.333333 0.750000 
0.000000 0.500000 0.750000 
0.166667 0.666667 0.750000 
0.666667 0.666667 0.750000 
0.333333 0.833333 0.750000 
0.833333 0.833333 0.750000 
0.333333 0.000000 0.800000 
0.833333 0.000000 0.800000 
0.000000 0.166667 0.800000 
0.166667 0.333333 0.800000 
0.000000 0.666667 0.800000 
0.666667 0.833333 0.800000 
0.166667 0.000000 0.850000 
0.666667 0.000000 0.850000 
0.333333 0.166667 0.850000 
0.000000 0.333333 0.850000 
0.833333 0.666667 0.850000 
0.000000 0.833333 0.850000 
0.000000 0.000000 0.900000 
0.500000 0.000000 0.900000 
0.166667 0.166667 0.900000 
0.666667 0.166667 0.900000 
0.333333 0.333333 0.900000 
0.833333 0.333333 0.900000 
0.000000 0.500000 0.900000 
0.166667 0.666667 0.900000 
0.666667 0.666667 0.900000 
0.333333 0.833333 0.900000 
0.833333 0.833333 0.900000 
0.166667 0.000000 0.950000 
0.666667 0.000000 0.950000 
0.333333 0.166667 0.950000 
0.833333 0.166667 0.950000 
0.000000 0.333333 0.950000 
0.500000 0.333333 0.950000 
0.166667 0.500000 0.950000 
0.666667 0.500000 0.950000 
0.333333 0.666667 0.950000 
0.833333 0.666667 0.950000 
0.000000 0.833333 0.950000 
0.500000 0.833333 0.950000 
