0.500000 0.000000 0.000000 
0.166667 0.166667 0.000000 
0.666667 0.166667 0.000000 
0.333333 0.333333 0.000000 
0.833333 0.333333 0.000000 
0.000000 0.500000 0.000000 
0.500000 0.500000 0.000000 
0.166667 0.666667 0.000000 
0.666667 0.666667 0.000000 
0.333333 0.833333 0.000000 
0.833333 0.833333 0.000000 
0.333333 0.166667 0.050000 
0.500000 0.333333 0.050000 
0.166667 0.500000 0.050000 
0.666667 0.500000 0.050000 
0.833333 0.666667 0.050000 
0.500000 0.833333 0.050000 
0.500000 0.166667 0.100000 
0.166667 0.333333 0.100000 
0.333333 0.500000 0.100000 
0.833333 0.500000 0.100000 
0.500000 0.666667 0.100000 
0.666667 0.833333 0.100000 
0.500000 0.000000 0.150000 
0.166667 0.166667 0.150000 
0.666667 0.166667 0.150000 
0.333333 0.333333 0.150000 
0.833333 0.333333 0.150000 
0.000000 0.500000 0.150000 
0.500000 0.500000 0.150000 
0.166667 0.666667 0.150000 
0.666667 0.666667 0.150000 
0.333333 0.833333 0.150000 
0.833333 0.833333 0.150000 
0.333333 0.000000 0.200000 
0.833333 0.000000 0.200000 
0.000000 0.166667 0.200000 
0.500000 0.166667 0.200000 
0.166667 0.333333 0.200000 
0.666667 0.333333 0.200000 
0.333333 0.500000 0.200000 
0.833333 0.500000 0.200000 
0.000000 0.666667 0.200000 
0.500000 0.666667 0.200000 
0.166667 0.833333 0.200000 
0.666667 0.833333 0.200000 
0.000000 0.000000 0.250000 
0.500000 0.000000 0.250000 
0.166667 0.166667 0.250000 
0.666667 0.166667 0.250000 
0.333333 0.333333 0.250000 
0.833333 0.333333 0.250000 
0.500000 0.500000 0.250000 
0.166667 0.666667 0.250000 
0.666667 0.666667 0.250000 
0.333333 0.833333 0.250000 
0.833333 0.833333 0.250000 
0.333333 0.000000 0.300000 
0.833333 0.000000 0.300000 
0.500000 0.166667 0.300000 
0.666667 0.333333 0.300000 
0.500000 0.666667 0.300000 
0.166667 0.833333 0.300000 
0.166667 0.000000 0.350000 
0.666667 0.000000 0.350000 
0.833333 0.166667 0.350000 
0.500000 0.333333 0.350000 
0.333333 0.666667 0.350000 
0.500000 0.833333 0.350000 
0.000000 0.000000 0.400000 
0.500000 0.000000 0.400000 
0.166667 0.166667 0.400000 
0.666667 0.166667 0.400000 
0.333333 0.333333 0.400000 
0.833333 0.333333 0.400000 
0.500000 0.500000 0.400000 
0.166667 0.666667 0.400000 
0.666667 0.666667 0.400000 
0.333333 0.833333 0.400000 
0.833333 0.833333 0.400000 
0.166667 0.000000 0.450000 
0.666667 0.000000 0.450000 
0.333333 0.166667 0.450000 
0.833333 0.166667 0.450000 
