0.000000 0.000000 0.000000 
0.315631 0.684369 0.050000 
0.702071 0.000000 0.050000 
0.000000 0.297929 0.050000 
0.000000 0.702071 0.100000 
0.297929 0.000000 0.100000 
0.684369 0.315631 0.100000 
0.000000 0.000000 0.150000 
0.000000 0.500000 0.250000 
0.000000 0.202071 0.300000 
0.297929 0.500000 0.300000 
0.684369 0.815631 0.300000 
0.315631 0.184369 0.350000 
0.702071 0.500000 0.350000 
0.000000 0.797929 0.350000 
0.000000 0.500000 0.400000 
0.500000 0.000000 0.500000 
0.815631 0.684369 0.550000 
0.202071 0.000000 0.550000 
0.500000 0.297929 0.550000 
0.500000 0.702071 0.600000 
0.797929 0.000000 0.600000 
0.184369 0.315631 0.600000 
0.500000 0.000000 0.650000 
0.500000 0.500000 0.750000 
0.500000 0.202071 0.800000 
0.797929 0.500000 0.800000 
0.184369 0.815631 0.800000 
0.815631 0.184369 0.850000 
0.202071 0.500000 0.850000 
0.500000 0.797929 0.850000 
0.500000 0.500000 0.900000 
