0.17817 	0.00000 	0.04895 
0.00000 	0.18967 	0.04895 
0.82183 	0.82183 	0.04895 
0.17817 	0.17817 	0.10105 
0.00000 	0.81033 	0.10105 
0.82183 	0.00000 	0.10105 
0.67817 	0.17817 	0.29895 
0.50000 	0.81033 	0.29895 
0.32183 	0.00000 	0.29895 
0.67817 	0.00000 	0.35105 
0.50000 	0.18967 	0.35105 
0.32183 	0.82183 	0.35105 
0.17817 	0.50000 	0.54895 
0.00000 	0.68967 	0.54895 
0.82183 	0.32183 	0.54895 
0.17817 	0.67817 	0.60105 
0.00000 	0.31033 	0.60105 
0.82183 	0.50000 	0.60105 
0.67817 	0.67817 	0.79895 
0.50000 	0.31033 	0.79895 
0.32183 	0.50000 	0.79895 
0.67817 	0.50000 	0.85105 
0.50000 	0.68967 	0.85105 
0.32183 	0.32183 	0.85105 
